entry	annlevel	class	region	units	insertions
1ezgA	Classified (by similarity)	III.1
3kxwA	Predicted	UA.1		
3preA	Predicted	UA.1		
2gvxA	Predicted	UA.1		
4kz0A	Predicted	UA.1		
2oy7A	Predicted	UA.1		
1c8aA	Predicted	UA.1		
1g8xB	Predicted	UA.1		
3zzvA	Predicted	UA.1		
3zzvB	Predicted	UA.1		
3zzvC	Predicted	UA.1		
3c6kA	Predicted	UA.1		
2w73E	Predicted	UA.1		
3cjrB	Predicted	UA.1		
3rssA	Predicted	UA.1		
3j0aB	Predicted	UA.1		
4li2A	Predicted	UA.1		
2oleA	Predicted	UA.1		
2oleB	Predicted	UA.1		
3tw6C	Predicted	UA.1		
3tw6B	Predicted	UA.1		
3tw6A	Predicted	UA.1		
1ofeA	Predicted	UA.1		
4djfE	Predicted	UA.1		
3iz8G	Predicted	UA.1		
3iz8F	Predicted	UA.1		
3iz8E	Predicted	UA.1		
3iz8D	Predicted	UA.1		
3iz8B	Predicted	UA.1		
2pyhB	Predicted	UA.1		
2pyhA	Predicted	UA.1		
3o0kC	Predicted	UA.1		
1ycsB	Predicted	UA.1		
1ejdB	Predicted	UA.1		
4kbuP	Predicted	UA.1		
2h08A	Predicted	UA.1		
2va8B	Predicted	UA.1		
2mucA	Predicted	UA.1		
2mucB	Predicted	UA.1		
2zbqA	Predicted	UA.1		
3q7aA	Predicted	UA.1		
2xwjG	Predicted	UA.1		
1ofdB	Predicted	UA.1		
2ajcD	Predicted	UA.1		
2ajcC	Predicted	UA.1		
2ajcB	Predicted	UA.1		
2ajcA	Predicted	UA.1		
1vq8L	Predicted	UA.1		
1vq8P	Predicted	UA.1		
1kx5G	Predicted	UA.1		
3i9c1	Predicted	UA.1		
3mqhB	Predicted	UA.1		
3oawA	Predicted	UA.1		
3i9cO	Predicted	UA.1		
4h3kA	Predicted	UA.1		
1a0rB	Predicted	UA.1		
3s1aC	Predicted	UA.1		
2xxaA	Predicted	UA.1		
2xxaC	Predicted	UA.1		
3fuxB	Predicted	UA.1		
2wxpA	Predicted	UA.1		
2vdoA	Predicted	UA.1		
1kx5E	Predicted	UA.1		
2xnxM	Predicted	UA.1		
3nawA	Predicted	UA.1		
3nawB	Predicted	UA.1		
2xnxN	Predicted	UA.1		
2xnxF	Predicted	UA.1		
3k7aI	Predicted	UA.1		
3j37U	Predicted	UA.1		
3j37P	Predicted	UA.1		
4gwqC	Predicted	UA.1		
3cj8C	Predicted	UA.1		
3cj8B	Predicted	UA.1		
1trrA	Predicted	UA.1		
1trrB	Predicted	UA.1		
1e8wA	Predicted	UA.1		
3eiqC	Predicted	UA.1		
3vbkE	Predicted	UA.1		
3vbkA	Predicted	UA.1		
1nirA	Predicted	UA.1		
1nirB	Predicted	UA.1		
4fp7B	Predicted	UA.1		
3k0eA	Predicted	UA.1		
3k0eB	Predicted	UA.1		
4fp7A	Predicted	UA.1		
3j21Q	Predicted	UA.1		
3k0eE	Predicted	UA.1		
3a5zD	Predicted	UA.1		
3a5zH	Predicted	UA.1		
1trrG	Predicted	UA.1		
2v0lA	Predicted	UA.1		
3j21L	Predicted	UA.1		
3j21H	Predicted	UA.1		
2pigA	Predicted	UA.1		
4a0pA	Predicted	UA.1		
1vqmL	Predicted	UA.1		
3h1iE	Predicted	UA.1		
1vqmP	Predicted	UA.1		
3u1cB	Predicted	UA.1		
2pv7A	Predicted	UA.1		
2pv7B	Predicted	UA.1		
3h1iR	Predicted	UA.1		
4e5pB	Predicted	UA.1		
3p11A	Predicted	UA.1		
2wfwB	Predicted	UA.1		
1n52A	Predicted	UA.1		
1ppjR	Predicted	UA.1		
4e79B	Predicted	UA.1		
4e79C	Predicted	UA.1		
1n9jB	Predicted	UA.1		
3qefB	Predicted	UA.1		
3qefA	Predicted	UA.1		
3t8yA	Predicted	UA.1		
2vz8B	Predicted	UA.1		
2vz8A	Predicted	UA.1		
4anwA	Predicted	UA.1		
1sc6A	Predicted	UA.1		
1sc6B	Predicted	UA.1		
1sc6C	Predicted	UA.1		
1sc6D	Predicted	UA.1		
4adyB	Predicted	UA.1		
3op2A	Predicted	UA.1		
3op2B	Predicted	UA.1		
1wueB	Predicted	UA.1		
3ba1A	Predicted	UA.1		
2pnnA	Predicted	UA.1		
3m19B	Predicted	UA.1		
3m19A	Predicted	UA.1		
3fwwA	Predicted	UA.1		
3gvdC	Predicted	UA.1		
3s3zA	Predicted	UA.1		
3gvdH	Predicted	UA.1		
4gnsA	Predicted	UA.1		
1k5dL	Predicted	UA.1		
1k5dI	Predicted	UA.1		
1k5dF	Predicted	UA.1		
2zmeB	Predicted	UA.1		
1k5dC	Predicted	UA.1		
3cclL	Predicted	UA.1		
3h1hR	Predicted	UA.1		
4a1oB	Predicted	UA.1		
4a1oA	Predicted	UA.1		
1rwlA	Predicted	UA.1		
2gpyB	Predicted	UA.1		
1qaoA	Predicted	UA.1		
2hhaA	Predicted	UA.1		
2hhaB	Predicted	UA.1		
3vh5A	Predicted	UA.1		
3prxD	Predicted	UA.1		
3prxA	Predicted	UA.1		
3prxB	Predicted	UA.1		
3prxC	Predicted	UA.1		
3desB	Predicted	UA.1		
3desC	Predicted	UA.1		
2pohB	Predicted	UA.1		
2pohC	Predicted	UA.1		
2pohD	Predicted	UA.1		
2pohE	Predicted	UA.1		
2pohF	Predicted	UA.1		
2iubI	Predicted	UA.1		
3desA	Predicted	UA.1		
3v6pA	Predicted	UA.1		
1elwB	Predicted	UA.1		
3tsrH	Classified (by similarity)	III.2		
1dbgA	Predicted	UA.1		
2iubH	Predicted	UA.1		
4azrA	Predicted	UA.1		
4kk1T	Predicted	UA.1		
4kk1P	Predicted	UA.1		
4kk1Q	Predicted	UA.1		
4kk1R	Predicted	UA.1		
4kk1S	Predicted	UA.1		
3o2tA	Predicted	UA.1		
4kk1D	Predicted	UA.1		
4kk1F	Predicted	UA.1		
4kk1G	Predicted	UA.1		
4kk1B	Predicted	UA.1		
4kk1C	Predicted	UA.1		
4kk1L	Predicted	UA.1		
4kk1M	Predicted	UA.1		
4kk1N	Predicted	UA.1		
4kk1O	Predicted	UA.1		
4kk1H	Predicted	UA.1		
4kk1I	Predicted	UA.1		
4kk1J	Predicted	UA.1		
3cc4P	Predicted	UA.1		
2zu0A	Predicted	UA.1		
2zu0B	Predicted	UA.1		
3cc4L	Predicted	UA.1		
3hd7A	Predicted	UA.1		
3hd7F	Predicted	UA.1		
1w8oA	Predicted	UA.1		
2wh7A	Predicted	UA.1		
3ntnB	Predicted	UA.1		
3deqB	Predicted	UA.1		
3ntnA	Predicted	UA.1		
3deqD	Predicted	UA.1		
1dnkA	Predicted	UA.1		
1gxrB	Predicted	UA.1		
3k5bE	Predicted	UA.1		
2j01P	Predicted	UA.1		
3k5bG	Predicted	UA.1		
3l74E	Predicted	UA.1		
3k5bA	Predicted	UA.1		
3k5bB	Predicted	UA.1		
2j01U	Predicted	UA.1		
3fflB	Predicted	UA.1		
3fflC	Predicted	UA.1		
1iznA	Predicted	UA.1		
3fflD	Predicted	UA.1		
1k0rB	Predicted	UA.1		
2wseF	Predicted	UA.1		
4bpoV	Predicted	UA.1		
4av2E	Predicted	UA.1		
2iubB	Predicted	UA.1		
2zjpI	Predicted	UA.1		
4l1nA	Predicted	UA.1		
2zjpN	Predicted	UA.1		
3oc0A	Predicted	UA.1		
4j7oA	Predicted	UA.1		
3oc0B	Predicted	UA.1		
3ohzP	Predicted	UA.1		
3rmzD	Predicted	UA.1		
3ohzU	Predicted	UA.1		
2p58C	Predicted	UA.1		
2wqwB	Predicted	UA.1		
2wqwA	Predicted	UA.1		
3g6eL	Predicted	UA.1		
2cw0P	Predicted	UA.1		
4bk4A	Predicted	UA.1		
3g6eP	Predicted	UA.1		
1okiA	Predicted	UA.1		
1okiB	Predicted	UA.1		
3dduA	Predicted	UA.1		
4b8cK	Predicted	UA.1		
4b8cL	Predicted	UA.1		
4fqdB	Predicted	UA.1		
4b8cD	Predicted	UA.1		
2ps2A	Predicted	UA.1		
3ciyA	Predicted	UA.1		
2zkrp	Predicted	UA.1		
3j1oI	Predicted	UA.1		
4k3mB	Predicted	UA.1		
2vhmQ	Predicted	UA.1		
2zkrl	Predicted	UA.1		
2vhmL	Predicted	UA.1		
2p4bB	Predicted	UA.1		
1jnzB	Predicted	UA.1		
1jnzD	Predicted	UA.1		
3zvvA	Predicted	UA.1		
2eikQ	Predicted	UA.1		
3uy8A	Predicted	UA.1		
3uy8B	Predicted	UA.1		
3ofdQ	Predicted	UA.1		
2eikD	Predicted	UA.1		
3ofdL	Predicted	UA.1		
3qilP	Predicted	UA.1		
4gx1C	Predicted	UA.1		
4gx1B	Predicted	UA.1		
4gx1A	Predicted	UA.1		
2gdqB	Predicted	UA.1		
4gx1D	Predicted	UA.1		
2i2oB	Predicted	UA.1		
2oy5O	Predicted	UA.1		
2gvvA	Predicted	UA.1		
2uvaI	Predicted	UA.1		
1h3tA	Predicted	UA.1		
3c6mB	Predicted	UA.1		
3c6mA	Predicted	UA.1		
2a19C	Predicted	UA.1		
1jukA	Predicted	UA.1		
2nn6I	Predicted	UA.1		
2nn6H	Predicted	UA.1		
1lnqF	Predicted	UA.1		
4djeE	Predicted	UA.1		
4djeC	Predicted	UA.1		
1s2eA	Predicted	UA.1		
1s2eB	Predicted	UA.1		
2g5pB	Predicted	UA.1		
2g5pA	Predicted	UA.1		
1wcmI	Predicted	UA.1		
3hfqB	Predicted	UA.1		
3iz6M	Predicted	UA.1		
1tdtB	Predicted	UA.1		
1tdtC	Predicted	UA.1		
3iz6D	Predicted	UA.1		
2oi5B	Predicted	UA.1		
1on3E	Predicted	UA.1		
3dr2B	Predicted	UA.1		
4glpA	Predicted	UA.1		
4kbwP	Predicted	UA.1		
4h1zF	Predicted	UA.1		
4kbwU	Predicted	UA.1		
4h1zE	Predicted	UA.1		
4h1zH	Predicted	UA.1		
2h06B	Predicted	UA.1		
1hm8A	Predicted	UA.1		
1hm8B	Predicted	UA.1		
3jzmA	Predicted	UA.1		
3jzmC	Predicted	UA.1		
3jzmB	Predicted	UA.1		
3jzmD	Predicted	UA.1		
3jzmF	Predicted	UA.1		
1n1cB	Predicted	UA.1		
1n1cA	Predicted	UA.1		
2qiaA	Predicted	UA.1		
2p9lC	Predicted	UA.1		
2gc7A	Predicted	UA.1		
1sjaD	Predicted	UA.1		
2e2iI	Predicted	UA.1		
2e1mB	Predicted	UA.1		
1o6oB	Predicted	UA.1		
2gc7E	Predicted	UA.1		
3ru2A	Predicted	UA.1		
3hvqC	Predicted	UA.1		
3f6pA	Predicted	UA.1		
1yioA	Predicted	UA.1		
1mi7R	Predicted	UA.1		
3gndM	Predicted	UA.1		
3t3mC	Predicted	UA.1		
3o95A	Predicted	UA.1		
3t3mA	Predicted	UA.1		
3hxcA	Predicted	UA.1		
4fjzA	Predicted	UA.1		
4a0kA	Predicted	UA.1		
3o95C	Predicted	UA.1		
3o95B	Predicted	UA.1		
3o95D	Predicted	UA.1		
3qilM	Predicted	UA.1		
4ax8A	Predicted	UA.1		
3u4yB	Predicted	UA.1		
1nxoA	Predicted	UA.1		
2z2oC	Predicted	UA.1		
2je0D	Predicted	UA.1		
2je0E	Predicted	UA.1		
2je0F	Predicted	UA.1		
2je0B	Predicted	UA.1		
2je0C	Predicted	UA.1		
2gybM	Predicted	UA.1		
2v0nA	Predicted	UA.1		
2iubJ	Predicted	UA.1		
4juxP	Predicted	UA.1		
3ritE	Predicted	UA.1		
3ritD	Predicted	UA.1		
4juxU	Predicted	UA.1		
3o4gB	Predicted	UA.1		
3o4gC	Predicted	UA.1		
2iubA	Predicted	UA.1		
3o4gA	Predicted	UA.1		
2iubF	Predicted	UA.1		
3o4gD	Predicted	UA.1		
2iubD	Predicted	UA.1		
4fk5C	Predicted	UA.1		
2qbeQ	Predicted	UA.1		
4a7fB	Predicted	UA.1		
1uplB	Predicted	UA.1		
1uplA	Predicted	UA.1		
4a7fH	Predicted	UA.1		
2f9cA	Predicted	UA.1		
3q7oA	Predicted	UA.1		
2f9cB	Predicted	UA.1		
3uleC	Predicted	UA.1		
3dpdA	Predicted	UA.1		
3uxqP	Predicted	UA.1		
3uxqU	Predicted	UA.1		
3bogB	Predicted	UA.1		
1n50A	Predicted	UA.1		
2iauA	Predicted	UA.1		
4e6tC	Predicted	UA.1		
3jxiB	Predicted	UA.1		
4a18U	Predicted	UA.1		
4a18J	Predicted	UA.1		
4aifB	Predicted	UA.1		
2fxmB	Predicted	UA.1		
2fxmA	Predicted	UA.1		
2zxwD	Predicted	UA.1		
1oz0B	Predicted	UA.1		
3jxiA	Predicted	UA.1		
3sgfP	Predicted	UA.1		
3sgfU	Predicted	UA.1		
3qedD	Predicted	UA.1		
2zxwQ	Predicted	UA.1		
3qedB	Predicted	UA.1		
1gtnV	Predicted	UA.1		
3b4vH	Predicted	UA.1		
3b4vG	Predicted	UA.1		
3b4vD	Predicted	UA.1		
4ehpB	Predicted	UA.1		
3b4vC	Predicted	UA.1		
2ookA	Predicted	UA.1		
2ookB	Predicted	UA.1		
4anuA	Predicted	UA.1		
2r6eA	Predicted	UA.1		
3li4A	Predicted	UA.1		
1e1aA	Predicted	UA.1		
4g5uO	Predicted	UA.1		
4av2F	Predicted	UA.1		
4av2G	Predicted	UA.1		
4av2D	Predicted	UA.1		
2agwB	Predicted	UA.1		
4av2C	Predicted	UA.1		
2h47D	Predicted	UA.1		
2agwA	Predicted	UA.1		
2h47H	Predicted	UA.1		
4av2J	Predicted	UA.1		
4av2K	Predicted	UA.1		
4av2H	Predicted	UA.1		
3rg1I	Predicted	UA.1		
3ckdB	Predicted	UA.1		
3iavB	Predicted	UA.1		
3iavA	Predicted	UA.1		
2i07A	Predicted	UA.1		
3r7qA	Predicted	UA.1		
3mdjC	Predicted	UA.1		
3mdjB	Predicted	UA.1		
3mdjA	Predicted	UA.1		
3v6xP	Predicted	UA.1		
2gbfB	Predicted	UA.1		
1wthA	Predicted	UA.1		
2gbfA	Predicted	UA.1		
2i0sB	Predicted	UA.1		
1nxpA	Predicted	UA.1		
3ccjL	Predicted	UA.1		
3ccjP	Predicted	UA.1		
3s51A	Predicted	UA.1		
3s84B	Predicted	UA.1		
3s84A	Predicted	UA.1		
1sr9A	Predicted	UA.1		
3bg3B	Predicted	UA.1		
1mdaH	Predicted	UA.1		
2qt9A	Predicted	UA.1		
1mdaJ	Predicted	UA.1		
4kixQ	Predicted	UA.1		
3fkiI	Predicted	UA.1		
3aznC	Predicted	UA.1		
1uaeA	Predicted	UA.1		
2e4vB	Predicted	UA.1		
2e4vA	Predicted	UA.1		
4kixL	Predicted	UA.1		
3vkdB	Predicted	UA.1		
3eq8A	Predicted	UA.1		
4e7cB	Predicted	UA.1		
4e7cC	Predicted	UA.1		
4e7cD	Predicted	UA.1		
3vkdA	Predicted	UA.1		
3i22Q	Predicted	UA.1		
3i22L	Predicted	UA.1		
3qc7A	Predicted	UA.1		
2qnfA	Predicted	UA.1		
3elgA	Predicted	UA.1		
3elgB	Predicted	UA.1		
3th4L	Predicted	UA.1		
1l3bH	Predicted	UA.1		
4dn1A	Predicted	UA.1		
3o30T	Predicted	UA.1		
1l3bD	Predicted	UA.1		
1l3bF	Predicted	UA.1		
1l3bA	Predicted	UA.1		
1l3bC	Predicted	UA.1		
1l3bB	Predicted	UA.1		
2z99A	Predicted	UA.1		
3cjrA	Predicted	UA.1		
2pjdA	Predicted	UA.1		
3j0zP	Predicted	UA.1		
2bccE	Predicted	UA.1		
3e22E	Predicted	UA.1		
3qgaP	Predicted	UA.1		
3l4wA	Predicted	UA.1		
2zu6B	Predicted	UA.1		
3cc2P	Predicted	UA.1		
3keaB	Predicted	UA.1		
3qgaA	Predicted	UA.1		
3qgaD	Predicted	UA.1		
3cc2L	Predicted	UA.1		
3bz5A	Predicted	UA.1		
3qgaJ	Predicted	UA.1		
3qgaM	Predicted	UA.1		
2ondA	Predicted	UA.1		
2ondB	Predicted	UA.1		
3akfA	Predicted	UA.1		
3h7vA	Predicted	UA.1		
3nvsA	Predicted	UA.1		
2f29A	Predicted	UA.1		
2f29B	Predicted	UA.1		
2j03P	Predicted	UA.1		
2j03U	Predicted	UA.1		
2eieA	Predicted	UA.1		
4fhmA	Predicted	UA.1		
4fhmB	Predicted	UA.1		
1tkrB	Predicted	UA.1		
2wroP	Predicted	UA.1		
2wroU	Predicted	UA.1		
3w3nB	Predicted	UA.1		
2obcA	Predicted	UA.1		
3w3nA	Predicted	UA.1		
3i1tL	Predicted	UA.1		
2b9nK	Predicted	UA.1		
1qvgO	Predicted	UA.1		
3vu4A	Predicted	UA.1		
3i1tQ	Predicted	UA.1		
3vu4B	Predicted	UA.1		
3jyvR	Predicted	UA.1		
3k2lA	Predicted	UA.1		
3l5q6	Predicted	UA.1		
1i5iA	Predicted	UA.1		
3ohxD	Predicted	UA.1		
3ohxA	Predicted	UA.1		
1k8fD	Predicted	UA.1		
1k8fC	Predicted	UA.1		
1k8fB	Predicted	UA.1		
2wquD	Predicted	UA.1		
2wquE	Predicted	UA.1		
2wquF	Predicted	UA.1		
2wquA	Predicted	UA.1		
2wquB	Predicted	UA.1		
2wquC	Predicted	UA.1		
2e50A	Predicted	UA.1		
3v44A	Predicted	UA.1		
1t5hX	Predicted	UA.1		
2o6sA	Predicted	UA.1		
2o6sB	Predicted	UA.1		
2aj8D	Predicted	UA.1		
1u3eM	Predicted	UA.1		
3ryhE	Predicted	UA.1		
1nxxA	Predicted	UA.1		
3kwfB	Predicted	UA.1		
2f11A	Predicted	UA.1		
2jdgA	Predicted	UA.1		
3kaeD	Predicted	UA.1		
2eimQ	Predicted	UA.1		
1e8nA	Predicted	UA.1		
2gthA	Predicted	UA.1		
3tqsD	Predicted	UA.1		
3l16A	Predicted	UA.1		
2dxbW	Predicted	UA.1		
2eimD	Predicted	UA.1		
1jv2A	Predicted	UA.1		
3huzU	Predicted	UA.1		
3huzP	Predicted	UA.1		
3m3yI	Predicted	UA.1		
4leoC	Predicted	UA.1		
2wpqA	Predicted	UA.1		
2wpqC	Predicted	UA.1		
2wpqB	Predicted	UA.1		
1fu1B	Predicted	UA.1		
4jn6C	Predicted	UA.1		
3c6oB	Predicted	UA.1		
2aw4Q	Predicted	UA.1		
2rd0A	Predicted	UA.1		
3gndS	Predicted	UA.1		
2qncB	Predicted	UA.1		
2qncA	Predicted	UA.1		
2fppB	Predicted	UA.1		
2olaA	Predicted	UA.1		
1wrpR	Predicted	UA.1		
4a3tA	Predicted	UA.1		
4a3tB	Predicted	UA.1		
3h09B	Predicted	UA.1		
1rqhA	Predicted	UA.1		
4gb9A	Predicted	UA.1		
2y0xP	Predicted	UA.1		
1octC	Predicted	UA.1		
3pg9B	Predicted	UA.1		
3pg9C	Predicted	UA.1		
3pg9A	Predicted	UA.1		
3pg9F	Predicted	UA.1		
3pg9G	Predicted	UA.1		
3pg9D	Predicted	UA.1		
3pg9E	Predicted	UA.1		
3pg9H	Predicted	UA.1		
1md9A	Predicted	UA.1		
4ezlA	Predicted	UA.1		
4gq2M	Predicted	UA.1		
3azgC	Predicted	UA.1		
2p9nC	Predicted	UA.1		
3gc3B	Predicted	UA.1		
2hjbA	Predicted	UA.1		
3lbfB	Predicted	UA.1		
1f51H	Predicted	UA.1		
3jxyA	Predicted	UA.1		
2v9dC	Predicted	UA.1		
2v9dD	Predicted	UA.1		
3jroA	Predicted	UA.1		
3rrfA	Predicted	UA.1		
4kdkU	Predicted	UA.1		
1q57F	Predicted	UA.1		
1q57D	Predicted	UA.1		
1q57C	Predicted	UA.1		
4kdkP	Predicted	UA.1		
1q57A	Predicted	UA.1		
2vdkA	Predicted	UA.1		
1f51B	Predicted	UA.1		
4bsrA	Predicted	UA.1		
1dckA	Predicted	UA.1		
3petB	Predicted	UA.1		
3n7qA	Predicted	UA.1		
3bo9B	Predicted	UA.1		
3fyyA	Predicted	UA.1		
2uxxB	Predicted	UA.1		
3hxeA	Predicted	UA.1		
3s2kA	Predicted	UA.1		
3r0kA	Predicted	UA.1		
3al0C	Predicted	UA.1		
1q25A	Predicted	UA.1		
4fcyB	Predicted	UA.1		
3cx5H	Predicted	UA.1		
1d0gT	Predicted	UA.1		
1d0gS	Predicted	UA.1		
1d0gR	Predicted	UA.1		
2qkyD	Predicted	UA.1		
2qkyA	Predicted	UA.1		
2qkyB	Predicted	UA.1		
2qkyC	Predicted	UA.1		
2p1nA	Predicted	UA.1		
2qbgQ	Predicted	UA.1		
2p1nD	Predicted	UA.1		
2p1nE	Predicted	UA.1		
3nxlC	Predicted	UA.1		
4a7hB	Predicted	UA.1		
1pp9R	Predicted	UA.1		
1wssL	Predicted	UA.1		
3uosU	Predicted	UA.1		
1n8rQ	Predicted	UA.1		
4bucB	Predicted	UA.1		
2ggeD	Predicted	UA.1		
1n8rM	Predicted	UA.1		
1pp9E	Predicted	UA.1		
3ivsB	Predicted	UA.1		
3se6A	Predicted	UA.1		
2ophB	Predicted	UA.1		
2iawA	Predicted	UA.1		
2ophA	Predicted	UA.1		
2y19P	Predicted	UA.1		
1x0uD	Predicted	UA.1		
2e4wA	Predicted	UA.1		
2y19U	Predicted	UA.1		
1nvmE	Predicted	UA.1		
4bh6E	Predicted	UA.1		
4bh6D	Predicted	UA.1		
4bh6G	Predicted	UA.1		
4bh6F	Predicted	UA.1		
4bh6A	Predicted	UA.1		
4bh6C	Predicted	UA.1		
4bh6B	Predicted	UA.1		
2rhbC	Predicted	UA.1		
4bh6H	Predicted	UA.1		
2rhbB	Predicted	UA.1		
2jabB	Predicted	UA.1		
2jabC	Predicted	UA.1		
2jabA	Predicted	UA.1		
3hbvP	Predicted	UA.1		
4eabA	Predicted	UA.1		
2j57J	Predicted	UA.1		
3q4aB	Predicted	UA.1		
3q75A	Predicted	UA.1		
3uz2O	Predicted	UA.1		
2wrrU	Predicted	UA.1		
3vleB	Predicted	UA.1		
2wrrP	Predicted	UA.1		
1nqfA	Predicted	UA.1		
2wtyA	Predicted	UA.1		
1zkaA	Predicted	UA.1		
3jw7F	Predicted	UA.1		
1ig3B	Predicted	UA.1		
1gotB	Predicted	UA.1		
2fxoC	Predicted	UA.1		
2fxoD	Predicted	UA.1		
3jw7D	Predicted	UA.1		
3u5cR	Predicted	UA.1		
1euuA	Predicted	UA.1		
3mrzL	Predicted	UA.1		
4bpeR	Predicted	UA.1		
3a0rB	Predicted	UA.1		
3uz21	Predicted	UA.1		
3u5cg	Predicted	UA.1		
1q8aA	Predicted	UA.1		
1q8aB	Predicted	UA.1		
3u5ch	Predicted	UA.1		
3nz2H	Predicted	UA.1		
3nz2I	Predicted	UA.1		
3nz2K	Predicted	UA.1		
3nz2L	Predicted	UA.1		
3azlC	Predicted	UA.1		
3nz2A	Predicted	UA.1		
3nz2B	Predicted	UA.1		
3nz2E	Predicted	UA.1		
4kizQ	Predicted	UA.1		
3nz2G	Predicted	UA.1		
2ftkA	Predicted	UA.1		
2ftkB	Predicted	UA.1		
4kizL	Predicted	UA.1		
2ftkD	Predicted	UA.1		
2ftkE	Predicted	UA.1		
2ftkF	Predicted	UA.1		
2ftkG	Predicted	UA.1		
3c5eA	Predicted	UA.1		
2ci8A	Predicted	UA.1		
2q7qA	Predicted	UA.1		
2q7qB	Predicted	UA.1		
4e7pA	Predicted	UA.1		
4h7yD	Predicted	UA.1		
4h7yC	Predicted	UA.1		
4h7yB	Predicted	UA.1		
1nikI	Predicted	UA.1		
3rlmF	Predicted	UA.1		
3rlmD	Predicted	UA.1		
2a68F	Predicted	UA.1		
3v6tB	Predicted	UA.1		
3v6tA	Predicted	UA.1		
1j49A	Predicted	UA.1		
2a68P	Predicted	UA.1		
3n6rD	Predicted	UA.1		
1crzA	Predicted	UA.1		
3n6rF	Predicted	UA.1		
3n6rB	Predicted	UA.1		
3goxA	Predicted	UA.1		
1qyyA	Predicted	UA.1		
3n6rH	Predicted	UA.1		
1qyyG	Predicted	UA.1		
3a25A	Predicted	UA.1		
3qemB	Predicted	UA.1		
2assB	Predicted	UA.1		
3iz8A	Predicted	UA.1		
2oi7A	Predicted	UA.1		
2xzdH	Predicted	UA.1		
1lomA	Predicted	UA.1		
2qe7G	Predicted	UA.1		
2qe7H	Predicted	UA.1		
3msyC	Predicted	UA.1		
3msyB	Predicted	UA.1		
3msyE	Predicted	UA.1		
3msyD	Predicted	UA.1		
2xzdG	Predicted	UA.1		
3msyF	Predicted	UA.1		
3nvtB	Predicted	UA.1		
3tguR	Predicted	UA.1		
1w63C	Predicted	UA.1		
1w63F	Predicted	UA.1		
1w63G	Predicted	UA.1		
1w63E	Predicted	UA.1		
1w63J	Predicted	UA.1		
1w63K	Predicted	UA.1		
1w63H	Predicted	UA.1		
1w63I	Predicted	UA.1		
4fanF	Predicted	UA.1		
1w63L	Predicted	UA.1		
3tguE	Predicted	UA.1		
4ec5B	Predicted	UA.1		
3ablQ	Predicted	UA.1		
4ec5A	Predicted	UA.1		
2a5hD	Predicted	UA.1		
3i20L	Predicted	UA.1		
2a5hA	Predicted	UA.1		
2a5hC	Predicted	UA.1		
2a5hB	Predicted	UA.1		
4a5wB	Predicted	UA.1		
3i20Q	Predicted	UA.1		
3ablD	Predicted	UA.1		
2hpmA	Predicted	UA.1		
3ut4B	Predicted	UA.1		
1zt9A	Predicted	UA.1		
1zt9B	Predicted	UA.1		
1zt9E	Predicted	UA.1		
1zt9D	Predicted	UA.1		
1yv1A	Predicted	UA.1		
2v8eA	Predicted	UA.1		
3w3lA	Predicted	UA.1		
3w3lB	Predicted	UA.1		
3w3lC	Predicted	UA.1		
3w3lD	Predicted	UA.1		
4a2mC	Predicted	UA.1		
